EventID,EventDate,Tier,EventClass,Pilot,LoginID,Place,Deck,DeckGuess,LeaguePoints,SwissRank,SwissPoints,OMWP,GWP,OGWP
12854484,2026-09-17,C64,Challenge,Special_Boy,3058922,1,Prowess,,5,3,18,0.62245,0.65000,0.56735
12854484,2026-09-17,C64,Challenge,Rashek,2702005,2,Boros Energy,,4,1,21,0.58503,0.73684,0.55831
12854484,2026-09-17,C64,Challenge,pepeteam,2272105,3,Goryo's Vengeance,,3,2,18,0.63946,0.76471,0.57515
12854484,2026-09-17,C64,Challenge,Kritik,2707200,4,Land Destruction,,3,5,18,0.58844,0.80000,0.54142
12854484,2026-09-17,C64,Challenge,rastaf,254536,5,Esper Blink,,2,4,18,0.60817,0.70588,0.57284
12854484,2026-09-17,C64,Challenge,ResponsiblyStupid,3050181,6,Broodscale Combo,,2,6,18,0.55374,0.68421,0.52426
12854484,2026-09-17,C64,Challenge,SanPop,2621451,7,Broodscale Combo,,2,7,15,0.63537,0.64706,0.58158
12854484,2026-09-17,C64,Challenge,haoqinglangou,2390663,8,Goryo's Vengeance,,2,8,15,0.62925,0.64706,0.56349
12854484,2026-09-17,C64,Challenge,Rvng,649380,9,Goryo's Vengeance,,1,9,15,0.61905,0.68750,0.58643
12854484,2026-09-17,C64,Challenge,TrueHero,2569009,10,WUBRG,,1,10,15,0.59864,0.61111,0.55602
12854484,2026-09-17,C64,Challenge,GinkoHS,2689064,11,Affinity,,1,11,15,0.59796,0.64706,0.56782
12854484,2026-09-17,C64,Challenge,Univerce,2926088,12,Broodscale Combo,,1,12,15,0.59524,0.70588,0.51609
12854484,2026-09-17,C64,Challenge,Latorretta,2708393,13,Prowess,,1,13,15,0.58503,0.60000,0.56517
12854484,2026-09-17,C64,Challenge,hugofreitas1,1997683,14,Ruby Storm,,1,14,15,0.57823,0.58824,0.52568
12854484,2026-09-17,C64,Challenge,Takayama,3293313,15,Boros Energy,,1,15,15,0.57483,0.66667,0.53807
12854484,2026-09-17,C64,Challenge,MeninoNey,2903591,16,Living End,,1,16,15,0.56463,0.68750,0.51744
12854484,2026-09-17,C64,Challenge,MercurialChemister,2839061,17,WBG,,0,17,15,0.55782,0.55556,0.51412
12854484,2026-09-17,C64,Challenge,Sciacallo_Rosso,940897,18,Ruby Storm,,0,18,15,0.55102,0.63158,0.52709
12854484,2026-09-17,C64,Challenge,Capitano_CL,535716,19,WBG,,0,19,15,0.53742,0.62500,0.50315
12854484,2026-09-17,C64,Challenge,danro,2816910,20,Broodscale Combo,,0,20,15,0.53741,0.64706,0.49346
12854484,2026-09-17,C64,Challenge,Manny-,2139100,21,Ruby Storm,,0,21,15,0.51973,0.61111,0.52308
12854484,2026-09-17,C64,Challenge,Gerschi,1084298,22,WBRG,,0,22,15,0.50680,0.68750,0.49763
12854484,2026-09-17,C64,Challenge,Dirty0wl,2682368,23,Ruby Storm,,0,23,15,0.49320,0.57143,0.47404
12854484,2026-09-17,C64,Challenge,Cachorrowo,2720911,24,Ruby Storm,,0,24,12,0.69388,0.56250,0.63115
12854484,2026-09-17,C64,Challenge,Dydyk95,2940494,25,Tron,,0,25,12,0.65578,0.50000,0.60385
12854484,2026-09-17,C64,Challenge,DUSHAN179,3466233,26,Goryo's Vengeance,,0,26,12,0.63946,0.52941,0.59429
12854484,2026-09-17,C64,Challenge,oinkmage22,2858193,27,Dimir Midrange,,0,27,12,0.63946,0.52941,0.59172
12854484,2026-09-17,C64,Challenge,_Stream,1540808,28,Prowess,,0,28,12,0.59864,0.50000,0.58526
12854484,2026-09-17,C64,Challenge,elBB,3003904,29,WBG,,0,29,12,0.58844,0.55556,0.53739
12854484,2026-09-17,C64,Challenge,RCMerriam,1041920,30,Broodscale Combo,,0,30,12,0.57143,0.61111,0.52612
12854484,2026-09-17,C64,Challenge,Tetsubou,1700365,31,Boros Energy,,0,31,12,0.56463,0.47368,0.51921
12854484,2026-09-17,C64,Challenge,PTarts2win,1588717,32,Esper Blink,,0,32,12,0.56123,0.52632,0.50078
