pilot_id,display_name,x_handle,x_consent,x_confirmed_on,profile_hidden,note
2903591,MeninoNey,,,,,"Nazwa kanoniczna MeninoNey to wybor gracza, nie wynik wyliczenia z danych -- sam kod z historii wynikow wskazalby MeninooNey (najnowszy wpis w sezonie: 2026-08-23)."
